traj_id,x_k,u_k,v_k,x_next,u_next,dt
0,0.3506470650268768,0.1317129180093095,-0.0489241828224749,0.3580011156865483,0.126820499727062,0.1
0,0.3580011156865483,0.126820499727062,0.0287208625223558,0.3651766087193931,0.1296925859792976,0.1
0,0.3651766087193931,0.1296925859792976,-0.0365128401817175,0.3722163097683016,0.1260413019611258,0.1
0,0.3722163097683016,0.1260413019611258,0.0386422666220388,0.3791538918139652,0.1299055286233297,0.1
0,0.3791538918139652,0.1299055286233297,0.0082236978963266,0.3861275854067147,0.1307278984129624,0.1
0,0.3861275854067147,0.1307278984129624,0.0246469894690644,0.3930912963069252,0.1331925973598688,0.1
0,0.3930912963069252,0.1331925973598688,-0.0242281276073445,0.3999456694729908,0.1307697845991344,0.1
0,0.3999456694729908,0.1307697845991344,0.0222697232466791,0.4066855420501251,0.1329967569238023,0.1
0,0.4066855420501251,0.1329967569238023,0.0032050292922922,0.4133930439707848,0.1333172598530315,0.1
0,0.4133930439707848,0.1333172598530315,-0.0300978348722639,0.4199154235524654,0.1303074763658052,0.1
0,0.4199154235524654,0.1303074763658052,0.0332113661945928,0.4263434304278841,0.1336286129852644,0.1
0,0.4263434304278841,0.1336286129852644,0.0025612241707007,0.4327706039726312,0.1338847354023345,0.1
0,0.4327706039726312,0.1338847354023345,-0.0390243482139652,0.4389925214633339,0.1299823005809379,0.1
0,0.4389925214633339,0.1299823005809379,-0.0153373848987213,0.4449653328245865,0.1284485620910658,0.1
0,0.4449653328245865,0.1284485620910658,-0.0343387900748374,0.4507088475655705,0.1250146830835821,0.1
0,0.4507088475655705,0.1250146830835821,-0.0471732980594961,0.4561430975638891,0.1202973532776324,0.1
0,0.4561430975638891,0.1202973532776324,-0.0320475826138695,0.4612833442659605,0.1170925950162455,0.1
0,0.4612833442659605,0.1170925950162455,0.0417995652916333,0.4663748380904683,0.1212725515454088,0.1
0,0.4663748380904683,0.1212725515454088,0.0396070003156027,0.4716064791468506,0.1252332515769691,0.1
0,0.4716064791468506,0.1252332515769691,0.0118448670298543,0.4768937686017005,0.1264177382799545,0.1
0,0.4768937686017005,0.1264177382799545,0.0298014764520162,0.4822079179300262,0.1293978859251561,0.1
0,0.4822079179300262,0.1293978859251561,-0.0068663162089624,0.4874984330399259,0.1287112543042599,0.1
0,0.4874984330399259,0.1287112543042599,0.0466537417604529,0.4928072298654541,0.1333766284803052,0.1
0,0.4928072298654541,0.1333766284803052,0.0290565456606227,0.4982216664604948,0.1362822830463675,0.1
0,0.4982216664604948,0.1362822830463675,-0.0418861210541964,0.50351675474421,0.1320936709409479,0.1
0,0.50351675474421,0.1320936709409479,0.0162638097338524,0.5086640067185375,0.1337200519143331,0.1
0,0.5086640067185375,0.1337200519143331,-0.0202483640371446,0.5137193912808407,0.1316952155106186,0.1
0,0.5137193912808407,0.1316952155106186,0.0242729406777886,0.5187038996683967,0.1341225095783975,0.1
0,0.5187038996683967,0.1341225095783975,-0.0006179870038387,0.5236650046059594,0.1340607108780136,0.1
0,0.5236650046059594,0.1340607108780136,-0.0281271278765053,0.5284787112671145,0.1312479980903631,0.1
0,0.5284787112671145,0.1312479980903631,0.0258033839381717,0.5332103812978862,0.1338283364841803,0.1
0,0.5332103812978862,0.1338283364841803,0.0240626880411543,0.5379815544647797,0.1362346052882957,0.1
0,0.5379815544647797,0.1362346052882957,-0.0066800385909566,0.5427151751823045,0.1355666014292001,0.1
0,0.5427151751823045,0.1355666014292001,-0.0416269302243633,0.5472627430409281,0.1314039084067637,0.1
0,0.5472627430409281,0.1314039084067637,-0.0470135527169962,0.5515393526274767,0.1267025531350641,0.1
0,0.5515393526274767,0.1267025531350641,0.0328360154819751,0.5557180834157347,0.1299861546832616,0.1
0,0.5557180834157347,0.1299861546832616,-0.021024342057672,0.5598578230440238,0.1278837204774944,0.1
0,0.5598578230440238,0.1278837204774944,0.0066001657741819,0.5639017953433637,0.1285437370549125,0.1
0,0.5639017953433637,0.1285437370549125,-0.0005134826960879,0.5678961862903862,0.1284923887853038,0.1
0,0.5678961862903862,0.1284923887853038,-0.0491631643431013,0.5717224126741917,0.1235760723509936,0.1
0,0.5717224126741917,0.1235760723509936,-0.0165160172101025,0.5753512737177418,0.1219244706299834,0.1
0,0.5753512737177418,0.1219244706299834,-0.0333200595520941,0.578821205651563,0.118592464674774,0.1
0,0.578821205651563,0.118592464674774,0.0029781962073417,0.5821769789075747,0.1188902842955081,0.1
0,0.5821769789075747,0.1188902842955081,-0.0464547731318212,0.5853939395089405,0.114244806982326,0.1
0,0.5853939395089405,0.114244806982326,-0.0484529780912962,0.5883700970814603,0.1093995091731964,0.1
0,0.5883700970814603,0.1093995091731964,-0.0094460413146624,0.5911870972139007,0.1084549050417301,0.1
0,0.5911870972139007,0.1084549050417301,-0.0335220632778195,0.5938787928246766,0.1051026987139482,0.1
0,0.5938787928246766,0.1051026987139482,0.0325785618039664,0.596532661961316,0.1083605548943448,0.1
0,0.596532661961316,0.1083605548943448,-0.0321621894790199,0.5991517451488283,0.1051443359464428,0.1
0,0.5991517451488283,0.1051443359464428,0.0131479098755476,0.6016981177106181,0.1064591269339976,0.1
0,0.6016981177106181,0.1064591269339976,-0.0340364800794732,0.604169369773506,0.1030554789260503,0.1
0,0.604169369773506,0.1030554789260503,0.0011743214073543,0.6065436863043405,0.1031729110667857,0.1
0,0.6065436863043405,0.1031729110667857,-0.0234048509812686,0.6088437111743812,0.1008324259686589,0.1
0,0.6088437111743812,0.1008324259686589,-0.0234743885905871,0.6110231910924524,0.0984849871096001,0.1
0,0.6110231910924524,0.0984849871096001,0.0484761814963968,0.6132233215315475,0.1033326052592398,0.1
0,0.6132233215315475,0.1033326052592398,-0.0269027265306908,0.615436480901123,0.1006423326061708,0.1
0,0.615436480901123,0.1006423326061708,0.0230215647365424,0.6176137341254957,0.102944489079825,0.1
0,0.6176137341254957,0.102944489079825,-0.0454781245795161,0.6197202545430787,0.0983966766218734,0.1
